Make,Model,Year,Engine Cylinders,Driven Wheels,Price
Toyota,Corolla,2016,4,fwd,18735
Toyota,Corolla,2016,4,fwd,19365
Toyota,Corolla,2017,4,fwd,22680
Toyota,Corolla,2017,4,fwd,21300
Toyota,Corolla,2017,4,fwd,18500
Toyota,Corolla,2017,4,fwd,21665
Toyota,Corolla,2017,4,fwd,19335
Toyota,Corolla,2017,4,fwd,21900
Toyota,Corolla,2017,4,fwd,21825
Toyota,Corolla,2017,4,fwd,18935
Toyota,Corolla,2017,4,fwd,20445
Volkswagen,Corrado,1992,4,fwd,2000
Volkswagen,Corrado,1992,6,fwd,2000
Volkswagen,Corrado,1993,6,fwd,2000
Volkswagen,Corrado,1994,6,fwd,2000
Chevrolet,Corsica,1994,4,fwd,2000
Chevrolet,Corsica,1996,4,fwd,2000
Chevrolet,Corvette Stingray,2014,8,rwd,53000
Chevrolet,Corvette Stingray,2014,8,rwd,57000
Chevrolet,Corvette Stingray,2014,8,rwd,62000
Chevrolet,Corvette Stingray,2014,8,rwd,58000
Chevrolet,Corvette,2015,8,rwd,68160
Chevrolet,Corvette,2015,8,rwd,64160
Chevrolet,Corvette,2015,8,rwd,83000
Chevrolet,Corvette,2015,8,rwd,63160
Chevrolet,Corvette,2015,8,rwd,64000
Chevrolet,Corvette,2015,8,rwd,55000
Chevrolet,Corvette,2015,8,rwd,87650
Chevrolet,Corvette,2015,8,rwd,73450
Chevrolet,Corvette,2015,8,rwd,64450
Chevrolet,Corvette,2015,8,rwd,69450
Chevrolet,Corvette,2015,8,rwd,60000
Chevrolet,Corvette,2015,8,rwd,59000
Chevrolet,Corvette,2015,8,rwd,82270
Chevrolet,Corvette,2015,8,rwd,86270
Chevrolet,Corvette,2015,8,rwd,91650
Chevrolet,Corvette,2015,8,rwd,79000
Chevrolet,Corvette,2015,8,rwd,68450
Chevrolet,Corvette,2015,8,rwd,59160
Chevrolet,Corvette,2016,8,rwd,88345
Chevrolet,Corvette,2016,8,rwd,79400
Chevrolet,Corvette,2016,8,rwd,70145
Chevrolet,Corvette,2016,8,rwd,65145
Chevrolet,Corvette,2016,8,rwd,83400
Chevrolet,Corvette,2016,8,rwd,82965
Chevrolet,Corvette,2016,8,rwd,68855
Chevrolet,Corvette,2016,8,rwd,59855
Chevrolet,Corvette,2016,8,rwd,64400
Chevrolet,Corvette,2016,8,rwd,74145
Chevrolet,Corvette,2016,8,rwd,63855
Chevrolet,Corvette,2016,8,rwd,86965
Chevrolet,Corvette,2016,8,rwd,59400
Chevrolet,Corvette,2016,8,rwd,92345
Chevrolet,Corvette,2016,8,rwd,60400
Chevrolet,Corvette,2016,8,rwd,64855
Chevrolet,Corvette,2016,8,rwd,69145
Chevrolet,Corvette,2016,8,rwd,55400
Chevrolet,Corvette,2017,8,rwd,87015
Chevrolet,Corvette,2017,8,rwd,59905
Chevrolet,Corvette,2017,8,rwd,74195
Chevrolet,Corvette,2017,8,rwd,65195
Chevrolet,Corvette,2017,8,rwd,88395
Chevrolet,Corvette,2017,8,rwd,59450
Chevrolet,Corvette,2017,8,rwd,55450
Chevrolet,Corvette,2017,8,rwd,70195
Chevrolet,Corvette,2017,8,rwd,68905
Chevrolet,Corvette,2017,8,rwd,65450
Chevrolet,Corvette,2017,8,rwd,79450
Chevrolet,Corvette,2017,8,rwd,69905
Chevrolet,Corvette,2017,8,rwd,69195
Chevrolet,Corvette,2017,8,rwd,63905
Chevrolet,Corvette,2017,8,rwd,69450
Chevrolet,Corvette,2017,8,rwd,60450
Chevrolet,Corvette,2017,8,rwd,79195
Chevrolet,Corvette,2017,8,rwd,92395
Chevrolet,Corvette,2017,8,rwd,83450
Chevrolet,Corvette,2017,8,rwd,83015
Chevrolet,Corvette,2017,8,rwd,73905
Chevrolet,Corvette,2017,8,rwd,64450
Chevrolet,Corvette,2017,8,rwd,64905
Chevrolet,Corvette,2017,8,rwd,75195
Audi,Coupe,1990,5,4wd,2000
Audi,Coupe,1991,5,4wd,2000
Maserati,Coupe,2004,8,rwd,81013
Maserati,Coupe,2004,8,rwd,85174
Maserati,Coupe,2005,8,rwd,86877
Maserati,Coupe,2005,8,rwd,82633
Maserati,Coupe,2006,8,rwd,87577
Maserati,Coupe,2006,8,rwd,79900
Volvo,Coupe,1991,4,rwd,2000
Honda,CR-V,2014,4,4wd,26470
Honda,CR-V,2014,4,fwd,23120
Honda,CR-V,2014,4,4wd,30620
Honda,CR-V,2014,4,fwd,29370
Honda,CR-V,2014,4,4wd,24370
Honda,CR-V,2014,4,4wd,29120
Honda,CR-V,2014,4,4wd,29820
Honda,CR-V,2014,4,fwd,28570
Honda,CR-V,2014,4,fwd,25220
Honda,CR-V,2014,4,fwd,27870
Honda,CR-V,2015,4,4wd,32895
Honda,CR-V,2015,4,fwd,23445
Honda,CR-V,2015,4,4wd,30895
Honda,CR-V,2015,4,fwd,25545
Honda,CR-V,2015,4,4wd,29395
Honda,CR-V,2015,4,4wd,24695
Honda,CR-V,2015,4,4wd,26795
Honda,CR-V,2015,4,fwd,28145
Honda,CR-V,2015,4,fwd,31645
Honda,CR-V,2015,4,fwd,29645
Honda,CR-V,2016,4,4wd,27295
Honda,CR-V,2016,4,4wd,31245
Honda,CR-V,2016,4,fwd,32095
Honda,CR-V,2016,4,4wd,25845
Honda,CR-V,2016,4,fwd,28445
Honda,CR-V,2016,4,fwd,29945
Honda,CR-V,2016,4,4wd,25045
Honda,CR-V,2016,4,fwd,24545
Honda,CR-V,2016,4,fwd,25995
Honda,CR-V,2016,4,4wd,33395
Honda,CR-V,2016,4,fwd,23745
Honda,CR-V,2016,4,4wd,29745
Honda,CR-Z,2014,4,fwd,20645
Honda,CR-Z,2014,4,fwd,19995
Honda,CR-Z,2014,4,fwd,23340
Honda,CR-Z,2014,4,fwd,21840
Honda,CR-Z,2014,4,fwd,22490
Honda,CR-Z,2014,4,fwd,23990
Honda,CR-Z,2015,4,fwd,21990
Honda,CR-Z,2015,4,fwd,24140
Honda,CR-Z,2015,4,fwd,23490
Honda,CR-Z,2015,4,fwd,20145
Honda,CR-Z,2015,4,fwd,20795
Honda,CR-Z,2015,4,fwd,22640
Honda,CR-Z,2016,4,fwd,22140
Honda,CR-Z,2016,4,fwd,24440
Honda,CR-Z,2016,4,fwd,22790
Honda,CR-Z,2016,4,fwd,20295
Honda,CR-Z,2016,4,fwd,25090
Honda,CR-Z,2016,4,fwd,20945
Toyota,Cressida,1990,6,rwd,2000
Toyota,Cressida,1991,6,rwd,2000
Toyota,Cressida,1992,6,rwd,2000
Chrysler,Crossfire,2006,6,rwd,29145
Chrysler,Crossfire,2006,6,rwd,38545
Chrysler,Crossfire,2006,6,rwd,49470
Chrysler,Crossfire,2006,6,rwd,34195
Chrysler,Crossfire,2006,6,rwd,45170
Chrysler,Crossfire,2006,6,rwd,34185
Chrysler,Crossfire,2007,6,rwd,38955
Chrysler,Crossfire,2007,6,rwd,34595
Chrysler,Crossfire,2007,6,rwd,29510
Chrysler,Crossfire,2007,6,rwd,34560
Chrysler,Crossfire,2008,6,rwd,39130
Chrysler,Crossfire,2008,6,rwd,34735
Honda,Crosstour,2013,6,fwd,33540
Honda,Crosstour,2013,6,4wd,37090
Honda,Crosstour,2013,6,fwd,30890
Honda,Crosstour,2013,4,fwd,33015
Honda,Crosstour,2013,6,fwd,35640
Honda,Crosstour,2013,4,fwd,27230
Honda,Crosstour,2013,6,4wd,34990
Honda,Crosstour,2013,4,fwd,30915
Honda,Crosstour,2014,6,fwd,33690
Honda,Crosstour,2014,4,fwd,33165
Honda,Crosstour,2014,4,fwd,31065
Honda,Crosstour,2014,4,fwd,27380
Honda,Crosstour,2014,6,fwd,35790
Honda,Crosstour,2014,6,4wd,35140
Honda,Crosstour,2014,6,4wd,37240
Honda,Crosstour,2014,6,fwd,31040
Honda,Crosstour,2015,4,fwd,33315
Honda,Crosstour,2015,6,4wd,37390
Honda,Crosstour,2015,6,fwd,35940
Honda,Crosstour,2015,6,fwd,31190
Honda,Crosstour,2015,4,fwd,31215
Honda,Crosstour,2015,6,4wd,35290
Honda,Crosstour,2015,4,fwd,27530
Honda,Crosstour,2015,6,fwd,33840
Subaru,Crosstrek,2016,4,4wd,26395
Subaru,Crosstrek,2016,4,4wd,22395
Subaru,Crosstrek,2016,4,4wd,25095
Subaru,Crosstrek,2016,4,4wd,23395
Subaru,Crosstrek,2016,4,4wd,21595
Subaru,Crosstrek,2016,4,4wd,29995
Subaru,Crosstrek,2017,4,4wd,22495
Subaru,Crosstrek,2017,4,4wd,23495
Subaru,Crosstrek,2017,4,4wd,25195
Subaru,Crosstrek,2017,4,4wd,21695
Ford,Crown Victoria,2009,8,rwd,29205
Ford,Crown Victoria,2010,8,rwd,29905
Ford,Crown Victoria,2011,8,rwd,29905
Chevrolet,Cruze Limited,2016,4,fwd,20195
Chevrolet,Cruze Limited,2016,4,fwd,17845
Chevrolet,Cruze Limited,2016,4,fwd,24370
Chevrolet,Cruze Limited,2016,4,fwd,23370
Chevrolet,Cruze Limited,2016,4,fwd,19165
Chevrolet,Cruze Limited,2016,4,fwd,21470
Chevrolet,Cruze Limited,2016,4,fwd,16120
Chevrolet,Cruze Limited,2016,4,fwd,20195
Chevrolet,Cruze Limited,2016,4,fwd,18970
Chevrolet,Cruze,2015,4,fwd,16170
Chevrolet,Cruze,2015,4,fwd,23270
Chevrolet,Cruze,2015,4,fwd,20095
Chevrolet,Cruze,2015,4,fwd,17745
Chevrolet,Cruze,2015,4,fwd,20095
Chevrolet,Cruze,2015,4,fwd,24270
Chevrolet,Cruze,2015,4,fwd,18870
Chevrolet,Cruze,2015,4,fwd,19065
Chevrolet,Cruze,2015,4,fwd,21370
Chevrolet,Cruze,2015,4,fwd,25660
Chevrolet,Cruze,2016,4,fwd,19120
Chevrolet,Cruze,2016,4,fwd,18120
Chevrolet,Cruze,2016,4,fwd,16620
Chevrolet,Cruze,2016,4,fwd,21120
Chevrolet,Cruze,2016,4,fwd,19820
Chevrolet,Cruze,2016,4,fwd,23120
Chevrolet,Cruze,2017,4,fwd,21920
Chevrolet,Cruze,2017,4,fwd,21240
Chevrolet,Cruze,2017,4,fwd,21450
Chevrolet,Cruze,2017,4,fwd,16975
Chevrolet,Cruze,2017,4,fwd,18525
Chevrolet,Cruze,2017,4,fwd,23475
Chevrolet,Cruze,2017,4,fwd,20150
Chevrolet,Cruze,2017,4,fwd,19525
Chevrolet,Cruze,2017,4,fwd,23945
Lexus,CT 200h,2015,4,fwd,32200
Lexus,CT 200h,2016,4,fwd,31250
Lexus,CT 200h,2017,4,fwd,31250
Cadillac,CT6,2016,4,rwd,58395
Cadillac,CT6,2016,6,4wd,67570
Cadillac,CT6,2016,6,4wd,60395
Cadillac,CT6,2016,6,4wd,55495
Cadillac,CT6,2016,6,4wd,63570
Cadillac,CT6,2016,4,rwd,53495
Cadillac,CT6,2016,6,4wd,87465
Cadillac,CT6,2016,6,4wd,83465
Cadillac,CT6,2016,6,4wd,64395
Cadillac,CT6,2017,6,4wd,64395
Cadillac,CT6,2017,6,4wd,63595
Cadillac,CT6,2017,6,4wd,87495
Cadillac,CT6,2017,4,rwd,53495
Cadillac,CT6,2017,6,4wd,60395
Cadillac,CT6,2017,4,rwd,58395
Cadillac,CT6,2017,6,4wd,67595
Cadillac,CT6,2017,6,4wd,83495
Cadillac,CT6,2017,6,4wd,55495
Cadillac,CTS Coupe,2012,6,4wd,40615
Cadillac,CTS Coupe,2012,6,rwd,48150
Cadillac,CTS Coupe,2012,6,rwd,38715
Cadillac,CTS Coupe,2012,6,rwd,43950
Cadillac,CTS Coupe,2012,6,4wd,45850
Cadillac,CTS Coupe,2012,6,4wd,50050
Cadillac,CTS Coupe,2013,6,4wd,40805
Cadillac,CTS Coupe,2013,6,rwd,43950
Cadillac,CTS Coupe,2013,6,4wd,50050
Cadillac,CTS Coupe,2013,6,4wd,45850
Cadillac,CTS Coupe,2013,6,rwd,38905
Cadillac,CTS Coupe,2013,6,rwd,48150
Cadillac,CTS Coupe,2014,6,rwd,39495
Cadillac,CTS Coupe,2014,6,4wd,49995
Cadillac,CTS Coupe,2014,6,rwd,47995
Cadillac,CTS Coupe,2014,6,4wd,45795
Cadillac,CTS Coupe,2014,6,4wd,41495
Cadillac,CTS Coupe,2014,6,rwd,43795
Cadillac,CTS-V Coupe,2013,8,rwd,63215
Cadillac,CTS-V Coupe,2014,8,rwd,63600
Cadillac,CTS-V Coupe,2015,8,rwd,69900
Cadillac,CTS-V Wagon,2012,8,rwd,63215
Cadillac,CTS-V Wagon,2013,8,rwd,63215
Cadillac,CTS-V Wagon,2014,8,rwd,63600
Cadillac,CTS-V,2014,8,rwd,63600
Cadillac,CTS-V,2016,8,rwd,83995
Cadillac,CTS-V,2017,8,rwd,85995
Cadillac,CTS Wagon,2012,6,rwd,39015
Cadillac,CTS Wagon,2012,6,rwd,44190
Cadillac,CTS Wagon,2012,6,4wd,40915
Cadillac,CTS Wagon,2012,6,4wd,44050
Cadillac,CTS Wagon,2012,6,4wd,51650
Cadillac,CTS Wagon,2012,6,rwd,42150
Cadillac,CTS Wagon,2012,6,rwd,49750
Cadillac,CTS Wagon,2012,6,4wd,46090
Cadillac,CTS Wagon,2013,6,rwd,44190
Cadillac,CTS Wagon,2013,6,rwd,42150
Cadillac,CTS Wagon,2013,6,4wd,41105
Cadillac,CTS Wagon,2013,6,rwd,49750
Cadillac,CTS Wagon,2013,6,4wd,46090
Cadillac,CTS Wagon,2013,6,rwd,39205
Cadillac,CTS Wagon,2013,6,4wd,51650
Cadillac,CTS Wagon,2013,6,4wd,44050
Cadillac,CTS Wagon,2014,6,rwd,49795
Cadillac,CTS Wagon,2014,6,4wd,44095
Cadillac,CTS Wagon,2014,6,rwd,42195
Cadillac,CTS Wagon,2014,6,4wd,46095
Cadillac,CTS Wagon,2014,6,rwd,44195
Cadillac,CTS Wagon,2014,6,4wd,51695
Cadillac,CTS,2015,6,4wd,54970
Cadillac,CTS,2015,4,rwd,51270
Cadillac,CTS,2015,4,4wd,53270
Cadillac,CTS,2015,4,4wd,62070
Cadillac,CTS,2015,6,4wd,63770
Cadillac,CTS,2015,6,rwd,61770
Cadillac,CTS,2015,6,rwd,69340
Cadillac,CTS,2015,4,4wd,47345
Cadillac,CTS,2015,6,4wd,59370
Cadillac,CTS,2015,4,rwd,45345
Cadillac,CTS,2015,4,rwd,55670
Cadillac,CTS,2015,4,4wd,57670
Cadillac,CTS,2015,4,rwd,60070
Cadillac,CTS,2015,6,rwd,52970
Cadillac,CTS,2015,6,rwd,57370
Cadillac,CTS,2015,6,rwd,59340
Cadillac,CTS,2016,6,rwd,58285
Cadillac,CTS,2016,4,rwd,45560
Cadillac,CTS,2016,4,rwd,60685
Cadillac,CTS,2016,6,rwd,59955
Cadillac,CTS,2016,4,rwd,51285
Cadillac,CTS,2016,6,rwd,69955
Cadillac,CTS,2016,4,4wd,53285
Cadillac,CTS,2016,6,4wd,60285
Cadillac,CTS,2016,6,rwd,53285
Cadillac,CTS,2016,6,rwd,62685
Cadillac,CTS,2016,4,4wd,58285
Cadillac,CTS,2016,6,4wd,64685
Cadillac,CTS,2016,4,4wd,62685
Cadillac,CTS,2016,4,rwd,56285
Cadillac,CTS,2016,6,4wd,55285
Cadillac,CTS,2016,4,4wd,47560
Cadillac,CTS,2017,6,4wd,61195
Cadillac,CTS,2017,4,rwd,51695
Cadillac,CTS,2017,6,rwd,70795
Cadillac,CTS,2017,4,4wd,47995
Cadillac,CTS,2017,6,4wd,55695
Cadillac,CTS,2017,6,rwd,59195
Cadillac,CTS,2017,6,rwd,53695
Cadillac,CTS,2017,4,4wd,53695
Cadillac,CTS,2017,6,rwd,60695
Cadillac,CTS,2017,4,rwd,45995
Nissan,Cube,2012,4,fwd,14980
Nissan,Cube,2012,4,fwd,18680
Nissan,Cube,2012,4,fwd,16580
Nissan,Cube,2012,4,fwd,17580
Nissan,Cube,2013,4,fwd,16760
Nissan,Cube,2013,4,fwd,18860
Nissan,Cube,2013,4,fwd,17760
Nissan,Cube,2014,4,fwd,19000
Nissan,Cube,2014,4,fwd,16900
Nissan,Cube,2014,4,fwd,17900
Oldsmobile,Custom Cruiser,1990,8,rwd,2000
Oldsmobile,Custom Cruiser,1991,8,rwd,2000
Oldsmobile,Custom Cruiser,1992,8,rwd,2000
Oldsmobile,Cutlass Calais,1990,4,fwd,2000
Oldsmobile,Cutlass Calais,1990,4,fwd,2000
Oldsmobile,Cutlass Calais,1990,4,fwd,2000
Oldsmobile,Cutlass Calais,1990,4,fwd,2000
Oldsmobile,Cutlass Calais,1990,4,fwd,2000
Oldsmobile,Cutlass Calais,1990,4,fwd,2000
Oldsmobile,Cutlass Calais,1990,4,fwd,2000
Oldsmobile,Cutlass Calais,1990,4,fwd,2000
Oldsmobile,Cutlass Calais,1991,4,fwd,2000
Oldsmobile,Cutlass Calais,1991,4,fwd,2000
Oldsmobile,Cutlass Calais,1991,4,fwd,2000
Oldsmobile,Cutlass Calais,1991,4,fwd,2000
Oldsmobile,Cutlass Calais,1991,4,fwd,2000
Oldsmobile,Cutlass Calais,1991,4,fwd,2000
Oldsmobile,Cutlass Calais,1991,4,fwd,2000
Oldsmobile,Cutlass Calais,1991,4,fwd,2000
Oldsmobile,Cutlass Ciera,1992,6,fwd,2000
Oldsmobile,Cutlass Ciera,1992,6,fwd,2000
Oldsmobile,Cutlass Ciera,1992,4,fwd,2000
Oldsmobile,Cutlass Ciera,1992,4,fwd,2000
Oldsmobile,Cutlass Ciera,1993,4,fwd,2000
Oldsmobile,Cutlass Ciera,1993,6,fwd,2000
Oldsmobile,Cutlass Ciera,1993,4,fwd,2000
Oldsmobile,Cutlass Ciera,1993,6,fwd,2000
Oldsmobile,Cutlass Ciera,1994,4,fwd,2000
Oldsmobile,Cutlass Ciera,1994,6,fwd,2000
Oldsmobile,Cutlass Ciera,1994,6,fwd,2000
Oldsmobile,Cutlass Ciera,1994,6,fwd,2000
Oldsmobile,Cutlass Supreme,1995,6,fwd,2000
Oldsmobile,Cutlass Supreme,1995,6,fwd,2000
Oldsmobile,Cutlass Supreme,1995,6,fwd,2000
Oldsmobile,Cutlass Supreme,1996,6,fwd,2000
Oldsmobile,Cutlass Supreme,1996,6,fwd,2000
Oldsmobile,Cutlass Supreme,1997,6,fwd,2000
Oldsmobile,Cutlass Supreme,1997,6,fwd,2000
Oldsmobile,Cutlass,1997,6,fwd,2000
Oldsmobile,Cutlass,1997,6,fwd,2000
Oldsmobile,Cutlass,1998,6,fwd,2000
Oldsmobile,Cutlass,1998,6,fwd,2079
Oldsmobile,Cutlass,1999,6,fwd,2045
Oldsmobile,Cutlass,1999,6,fwd,2148
Mazda,CX-3,2016,4,fwd,19960
Mazda,CX-3,2016,4,fwd,21960
Mazda,CX-3,2016,4,4wd,26240
Mazda,CX-3,2016,4,4wd,23210
Mazda,CX-3,2016,4,4wd,21210
Mazda,CX-3,2016,4,fwd,24990
Mazda,CX-3,2017,4,fwd,24990
Mazda,CX-3,2017,4,fwd,19960
Mazda,CX-3,2017,4,fwd,21960
Mazda,CX-3,2017,4,4wd,23210
Mazda,CX-3,2017,4,4wd,26240
Mazda,CX-3,2017,4,4wd,21210
Mazda,CX-5,2014,4,fwd,22795
Mazda,CX-5,2014,4,4wd,24045
Mazda,CX-5,2014,4,fwd,24815
Mazda,CX-5,2014,4,4wd,26065
Mazda,CX-5,2014,4,4wd,29070
Mazda,CX-5,2014,4,fwd,21395
Mazda,CX-5,2014,4,fwd,27820
Mazda,CX-5,2015,4,fwd,27970
Mazda,CX-5,2015,4,4wd,29220
Mazda,CX-5,2015,4,4wd,26215
Mazda,CX-5,2015,4,fwd,21545
Mazda,CX-5,2015,4,fwd,24965
Mazda,CX-5,2015,4,fwd,22945
Mazda,CX-5,2015,4,4wd,24195
Mazda,CX-5,2015,4,4wd,24395
Mazda,CX-5,2016,4,fwd,21795
Mazda,CX-5,2016,4,4wd,26465
Mazda,CX-5,2016,4,4wd,24445
Mazda,CX-5,2016,4,fwd,21795
Mazda,CX-5,2016,4,fwd,23195
Mazda,CX-5,2016,4,4wd,24895
Mazda,CX-5,2016,4,4wd,29870
Mazda,CX-5,2016,4,fwd,28570
Mazda,CX-5,2016,4,4wd,29470
Mazda,CX-5,2016,4,fwd,25215
Mazda,CX-5,2016,4,fwd,25215
Mazda,CX-5,2016,4,fwd,23595
Mazda,CX-5,2016,4,fwd,28220
Mazda,CX-5,2016,4,4wd,26515
Mazda,CX-7,2010,4,fwd,25950
Mazda,CX-7,2010,4,4wd,27650
Mazda,CX-7,2010,4,fwd,31335
Mazda,CX-7,2010,4,4wd,33035
Mazda,CX-7,2010,4,fwd,21700
Mazda,CX-7,2010,4,fwd,22490
Mazda,CX-7,2011,4,4wd,33340
Mazda,CX-7,2011,4,fwd,31640
Mazda,CX-7,2011,4,fwd,21990
Mazda,CX-7,2011,4,4wd,27955
Mazda,CX-7,2011,4,fwd,22795
Mazda,CX-7,2011,4,fwd,26390
Mazda,CX-7,2011,4,fwd,26255
Mazda,CX-7,2012,4,fwd,26455
Mazda,CX-7,2012,4,fwd,31840
Mazda,CX-7,2012,4,fwd,26590
Mazda,CX-7,2012,4,fwd,22995
Mazda,CX-7,2012,4,4wd,28155
Mazda,CX-7,2012,4,4wd,33540
Mazda,CX-7,2012,4,fwd,22190
Mazda,CX-9,2014,6,4wd,31575
Mazda,CX-9,2014,6,fwd,29985
Mazda,CX-9,2014,6,fwd,32480
Mazda,CX-9,2014,6,4wd,36625
Mazda,CX-9,2014,6,fwd,35035
Mazda,CX-9,2014,6,4wd,34070
Mazda,CX-9,2015,6,fwd,35035
Mazda,CX-9,2015,6,4wd,36625
Mazda,CX-9,2015,6,4wd,31575
Mazda,CX-9,2015,6,4wd,34070
Mazda,CX-9,2015,6,fwd,32480
Mazda,CX-9,2015,6,fwd,29985
Mazda,CX-9,2016,4,fwd,35970
Mazda,CX-9,2016,4,4wd,33320
Mazda,CX-9,2016,4,4wd,41970
Mazda,CX-9,2016,4,fwd,40170
Mazda,CX-9,2016,4,fwd,31520
Mazda,CX-9,2016,4,4wd,44015
Mazda,CX-9,2016,4,4wd,37770
Dodge,Dakota,2008,6,rwd,26170
Dodge,Dakota,2008,8,rwd,27780
Dodge,Dakota,2008,6,rwd,22030
Dodge,Dakota,2008,6,4wd,27625
Dodge,Dakota,2008,6,4wd,25245
Dodge,Dakota,2008,6,4wd,26280
Dodge,Dakota,2008,6,4wd,27625
Dodge,Dakota,2008,6,4wd,24720
Dodge,Dakota,2008,6,4wd,30155
Dodge,Dakota,2008,6,4wd,30780
Dodge,Dakota,2008,6,rwd,23640
Dodge,Dakota,2008,6,rwd,25395
Dodge,Dakota,2008,6,4wd,28580
Dodge,Dakota,2008,6,4wd,26590
Dodge,Dakota,2008,6,rwd,24010
Dodge,Dakota,2008,6,4wd,30510
Dodge,Dakota,2008,6,4wd,26120
Dodge,Dakota,2008,6,rwd,22030
Dodge,Dakota,2008,6,rwd,26920
Dodge,Dakota,2008,6,rwd,26540
Dodge,Dakota,2008,8,4wd,32135
Dodge,Dakota,2008,6,rwd,24010
Dodge,Dakota,2008,6,4wd,27935
Dodge,Dakota,2008,6,rwd,22505
Dodge,Dakota,2008,6,4wd,26280
Dodge,Dakota,2008,6,rwd,24985
Dodge,Dakota,2008,6,rwd,26935
Dodge,Dakota,2008,8,4wd,30760
Dodge,Dakota,2008,8,rwd,28520
Dodge,Dakota,2008,6,4wd,29095
Dodge,Dakota,2008,6,rwd,20470
Dodge,Dakota,2008,6,rwd,20995
Dodge,Dakota,2009,6,rwd,28630
Dodge,Dakota,2009,6,4wd,31630
Dodge,Dakota,2009,6,rwd,23710
Dodge,Dakota,2009,6,rwd,25260
Dodge,Dakota,2009,6,4wd,29355
Dodge,Dakota,2009,6,4wd,31045
Dodge,Dakota,2009,6,rwd,23710
Dodge,Dakota,2009,6,4wd,29355
Dodge,Dakota,2009,6,4wd,27960
Dodge,Dakota,2009,6,4wd,30155
Dodge,Dakota,2009,6,4wd,28210
Dodge,Dakota,2009,6,4wd,27960
Dodge,Dakota,2009,6,rwd,26405
Dodge,Dakota,2009,6,4wd,29985
Dodge,Dakota,2009,6,4wd,26810
Dodge,Dakota,2009,6,rwd,27315
Dodge,Dakota,2009,6,rwd,26405
Dodge,Dakota,2009,6,rwd,22560
Dodge,Dakota,2010,6,rwd,26325
Dodge,Dakota,2010,6,4wd,27880
Dodge,Dakota,2010,6,rwd,25305
Dodge,Dakota,2010,6,4wd,28255
Dodge,Dakota,2010,6,rwd,23630
Dodge,Dakota,2010,6,4wd,27005
Dodge,Dakota,2010,6,rwd,23630
Dodge,Dakota,2010,6,4wd,29275
Dodge,Dakota,2010,6,rwd,22755
Dodge,Dakota,2010,6,4wd,33180
Dodge,Dakota,2010,6,4wd,27880
Dodge,Dakota,2010,6,4wd,29275
Dodge,Dakota,2010,8,4wd,31365
Dodge,Dakota,2010,6,rwd,26325
Dodge,Dakota,2010,6,rwd,30180
Dodge,Dart,2014,4,fwd,16495
Dodge,Dart,2014,4,fwd,18595
Dodge,Dart,2014,4,fwd,22995
Dodge,Dart,2014,4,fwd,19995
Dodge,Dart,2014,4,fwd,20995
Dodge,Dart,2015,4,fwd,21645
Dodge,Dart,2015,4,fwd,19000
Dodge,Dart,2015,4,fwd,20495
Dodge,Dart,2015,4,fwd,23795
Dodge,Dart,2015,4,fwd,16495
Dodge,Dart,2016,4,fwd,19495
Dodge,Dart,2016,4,fwd,18995
Dodge,Dart,2016,4,fwd,19395
Dodge,Dart,2016,4,fwd,17995
Dodge,Dart,2016,4,fwd,24395
Dodge,Dart,2016,4,fwd,19595
Dodge,Dart,2016,4,fwd,16995
Dodge,Dart,2016,4,fwd,21095
Dodge,Dart,2016,4,fwd,22095
Dodge,Dart,2016,4,fwd,20995
Dodge,Dart,2016,4,fwd,21595
Rolls-Royce,Dawn,2016,12,rwd,335000
Dodge,Daytona,1991,4,fwd,2000
Dodge,Daytona,1991,4,fwd,2000
Dodge,Daytona,1991,4,fwd,2000
Dodge,Daytona,1991,4,fwd,2000
Dodge,Daytona,1991,6,fwd,2000
Dodge,Daytona,1991,4,fwd,2000
Dodge,Daytona,1992,4,fwd,2000
Dodge,Daytona,1992,6,fwd,2000
Dodge,Daytona,1992,4,fwd,2000
Dodge,Daytona,1992,4,fwd,2000
Dodge,Daytona,1993,4,fwd,2000
Dodge,Daytona,1993,4,fwd,2000
Dodge,Daytona,1993,6,fwd,2000
Dodge,Daytona,1993,4,fwd,2000
Aston Martin,DB7,2003,12,rwd,156300
Aston Martin,DB7,2003,12,rwd,151800
Aston Martin,DB7,2003,12,rwd,156300
Aston Martin,DB7,2003,12,rwd,141800
Aston Martin,DB9 GT,2016,12,rwd,235307
Aston Martin,DB9 GT,2016,12,rwd,213250
Aston Martin,DB9 GT,2016,12,rwd,198250
Aston Martin,DB9,2013,12,rwd,198700
Aston Martin,DB9,2013,12,rwd,183700
Aston Martin,DB9,2014,12,rwd,200800
Aston Martin,DB9,2014,12,rwd,185800
Aston Martin,DB9,2015,12,rwd,198295
Aston Martin,DB9,2015,12,rwd,188295
Aston Martin,DB9,2015,12,rwd,203295
Aston Martin,DB9,2015,12,rwd,213295
Aston Martin,DBS,2010,12,rwd,283900
Aston Martin,DBS,2010,12,rwd,279500
Aston Martin,DBS,2010,12,rwd,270400
Aston Martin,DBS,2010,12,rwd,266000
Aston Martin,DBS,2011,12,rwd,282295
Aston Martin,DBS,2011,12,rwd,268660
Aston Martin,DBS,2011,12,rwd,273104
Aston Martin,DBS,2011,12,rwd,286739
Aston Martin,DBS,2012,12,rwd,295987
Aston Martin,DBS,2012,12,rwd,275861
Aston Martin,DBS,2012,12,rwd,284576
